district,lat,lon
SAMBA,32.57967895238095,74.83322992857143
SAMBALPUR,21.5613981207907,84.21924530934884
SAMBHAL,28.54831649103825,78.70879582295082
SANGAREDDY,17.745549283346506,77.90280119290917
SANGLI,17.129705121662468,74.57199502216625
SANGRUR,29.60355879527559,76.3969678055118
SANT KABEER NAGAR,26.761754749999998,83.00896899322917
SARAIKELA KHARSAWAN,22.812319900636943,85.94019947261145
SARAN,25.986632723650384,84.52120868380463
SATARA,17.65499656240713,74.12936873239227
SATNA,24.545724470666666,81.26414248666666
SAWAI MADHOPUR,26.256670563255813,76.6796431427907
SEHORE,23.384341349717516,77.5206548920904
SENAPATI,25.41015636111111,94.18547202777778
SEONI,22.5333427125,79.4722318
SEPAHIJALA,23.517310667142855,88.82445336
SERCHHIP,23.319282311764706,92.93777569117647
SHAHDARA,28.672673421428573,77.30240689285714
SHAHDOL,23.559730481358024,81.31838584265431
SHAHID BHAGAT SINGH NAGAR,31.157321567965116,75.90631529593023
SHAHJAHANPUR,27.887071802602232,79.90798815650557
SHAJAPUR,23.58038423951613,77.19976993387097
SHAMLI,29.17680920412371,77.32420244742268
SHEIKHPURA,25.133874848453612,85.7045345628866
SHEOHAR,26.555087478947367,85.27993432368422
SHEOPUR,25.829610285882353,77.02145164117647
SHI YOMI,28.384572335714285,94.25880529285715
SHIMLA,31.043920472656918,77.42630436137448
SHIVAMOGGA,14.04070223977591,75.32533234313726
SHIVPURI,25.335652833177626,77.81522452452472
SHOPIAN,33.77182645,74.8422064
SHRAVASTI,27.603414678431374,81.92516826666667
SIANG,28.3193937375,94.914172925
SIDDHARTH NAGAR,27.22167912933333,82.841403852
SIDDIPET,17.922564388451256,78.8541968299714
SIDHI,24.273266651612904,81.68713930645161
SIKAR,27.614258496359742,75.29854762912206
SIMDEGA,22.76546623425926,84.6916077537037
SINDHUDURG,16.13746908210227,73.68055019005682
SINGRAULI,24.011497440000003,82.32837002181817
SIRMAUR,30.720330331325304,77.37280571445783
SIROHI,24.74084739946524,72.77698758716578
SIRSA,29.61980556,74.91553518
SITAMARHI,26.370774480471383,85.41212474309765
SITAPUR,27.576871813744077,80.72642339834123
SIVAGANGA,9.945880255873016,78.58827954190475
SIVASAGAR,26.200858337572253,94.01497580924855
SIWAN,26.20192894516129,84.35757533903225
SOLAN,30.940408930697675,77.0472850464535
SOLAPUR,17.835811530592732,75.51065253843213
SONBHADRA,24.48641668226148,83.09097861904594
SONEPUR,20.910568514018692,83.78573802616822
SONIPAT,28.959164559550562,76.95437233089888
SONITPUR,26.74034281111111,92.57115624603175
SORENG,27.243333333333336,88.22333333333334
SOUTH,28.525575370422537,77.21941708450704
SOUTH ANDAMANS,11.60476681,92.71140930384617
SOUTH DISTRICT,27.23823043137255,88.4201414509804
SOUTH EAST,28.55885559142857,77.25251955714286
SOUTH GARO HILLS,25.316457477500002,90.68936803625
SOUTH GOA,15.299741318,73.96552351614545
SOUTH SALMARA MANCACHAR,25.849091723076924,90.3559649846154
SOUTH TRIPURA,23.183350542,91.549619441
SOUTH WEST,27.775190429411765,78.3099384617647
SOUTH WEST GARO HILLS,25.43866054736842,90.07773525263158
SOUTH WEST KHASI HILLS,25.449385242857144,91.46125201428572
SPSR NELLORE,14.53776817986348,79.77284897354949
SRI MUKTSAR SAHIB,30.316437851851852,74.57517466148147
SRI SATHYA SAI,14.145397459230768,77.68069841211539
SRIKAKULAM,18.55845556792831,84.00277659305038
SRINAGAR,34.101641210714284,74.79633980535714
SUKMA,18.42306633333333,81.34416860555555
SULTANPUR,26.257063613190184,82.06420523558282
SUNDARGARH,22.129969317199016,84.45749248845208
SUPAUL,26.030207809090907,86.43336324354067
SURAJPUR,23.336337449315067,82.91638771232876
SURAT,21.204527528512585,73.04401978243628
SURENDRANAGAR,22.752572489726028,71.61516533184931
SURGUJA,22.978466140277778,83.27050429583333
SURYAPET,17.109729775925924,79.73898330277778
TAMENGLONG,25.014709256410256,93.55878128205129
TAPI,21.14111731081081,73.60097623945946
TARN TARAN,31.379901981355932,74.86648354519774
TAWANG,27.458855198333335,91.66096230375
TEHRI GARHWAL,30.345751347191012,78.49163923782771
TENGNOUPAL,24.364830428571427,94.00700199999999
TENKASI,9.032083302928871,77.42952337238493
THANE,19.301977737327192,73.27837039308756
THANJAVUR,10.731087303898635,79.24596711773879
THE NILGIRIS,11.405268787222223,76.698809125
THENI,9.954771977515723,77.47245500575472
THIRUVALLUR,13.176629729059828,79.9187409025641
THIRUVANANTHAPURAM,8.582007459830098,76.95365030980582
THIRUVARUR,10.716190589548022,79.53336256610169
THOUBAL,24.6087484284,94.00370406980001
THRISSUR,10.4221863666,76.2166859564
TIKAMGARH,24.84949757,78.95117954615384
TINSUKIA,27.406449817605633,95.35278865492957
TIRAP,27.130735977419356,95.44825375387097
TIRUCHIRAPPALLI,10.892214644814814,78.59459160347735
TIRUNELVELI,8.57007708780731,77.65193186312293
TIRUPATHUR,12.57853857142857,78.61371537037037
TIRUPATI,13.980472083068783,79.79736037936507
TIRUPPUR,11.069186744217687,77.50421544795918
TIRUVANNAMALAI,12.39665491532258,79.31943177358872
TONK,26.176588930136987,75.59211621187215
TUENSANG,26.17158344097561,94.42785927853659
TUMAKURU,13.439977469787985,76.93729492614841
TUTICORIN,8.763883240758293,77.98667023601897
UDAIPUR,24.409773155578513,73.74613323508264
UDALGURI,26.650596226732674,92.18437621188119
UDAM SINGH NAGAR,29.08309117690909,79.41877392254545
UDHAMPUR,32.77455750666667,75.16866064000001
UDUPI,13.438501810334348,74.8117766899696
UJJAIN,23.694178598453608,76.0109305572165
UKHRUL,25.19610937465116,94.41587284232558
UMARIA,23.559572602941177,80.94178668725489
UNA,31.579279040322582,76.23943689139784
UNAKOTI,24.31940500583333,92.10524385333333
UNNAO,26.568924578407408,80.60719366207408
UPPER SIANG,28.545227613636367,95.13874072499999
UPPER SUBANSIRI,28.213355626776313,94.07007034078947
UTTAR KASHI,30.77754926818182,78.32052478030303
UTTARA KANNADA,14.4115805635,74.49521531632143
VADODARA,18.361681980095923,74.04036188920863
VAISHALI,25.751545973972604,85.34139740273972
VALSAD,20.4437357985348,73.03092957142857
VARANASI,25.380686010646386,82.92590207946769
VELLORE,12.911831887250996,79.08416428964144
VIDISHA,24.016267275263157,78.04923708105262
VIJAYAPURA,16.760287974615384,75.9583300276923
VIJAYNAGAR,14.894206115546218,76.19271413781512
VIKARABAD,17.239508835436304,77.73221359293726
VILLUPURAM,12.096167180205654,79.48448226863754
VIRUDHUNAGAR,9.481382600247313,77.88921052039426
VISAKHAPATANAM,17.85602930795294,82.92904176141177
VIZIANAGARAM,18.100696985373137,83.15785942179104
WANAPARTHY,16.468450165517243,77.9211278
WARANGAL,17.760088753265496,79.36444121029544
WARDHA,20.789047302030458,78.51203108527919
WASHIM,20.228455954651164,77.1885980744186
WAYANAD,11.698322889074074,76.10749919401235
WEST,28.63376940777778,77.11322303666667
WEST DISTRICT,27.30803713125,88.29634081249999
WEST GARO HILLS,25.644031328245614,90.38919598938597
WEST GODAVARI,16.728714413161157,81.57674670262396
WEST JAINTIA HILLS,25.55619403109375,91.591116314375
WEST KAMENG,27.167783195250003,92.3794779695
WEST KARBI ANGLONG,25.753724375757578,92.62466
WEST KHASI HILLS,25.610480369565217,91.0246695652174
WEST SIANG,28.222548209607844,94.52641264686274
WEST SINGHBHUM,22.538324846478872,85.33227514084507
WEST TRIPURA,23.845248092,91.30397212049999
WOKHA,26.13091355586207,94.21193958827585
Y.S.R.,14.621387048275862,78.62681048801313
YADADRI BHUVANAGIRI,17.468907444505497,79.01590893186813
YADGIR,16.671369177664975,76.94181947766498
YAMUNANAGAR,29.89357392564103,77.06867272393161
YANAM,17.3213,82.0407
YAVATMAL,20.1376229225,78.07486703537128
ZUNHEBOTO,25.994257076666663,94.50053633928572
