district,lat,lon
GADAG,15.438750253884775,75.66889558751662
GADCHIROLI,19.872191903363227,79.79439919327353
GAJAPATI,19.05692410340136,84.16951702517007
GANDERBAL,34.170753428,74.771615536
GANDHINAGAR,23.193687684574467,72.59101528351064
GANGANAGAR,29.49674420487013,73.94744794253246
GANJAM,19.551256908534853,84.71072878933143
GARHWA,24.186814086021503,83.90065713010752
GARIYABAND,21.182867063235296,81.7827582492647
GAURELLA PENDRA MARWAHI,22.83413984914193,81.98637530265306
GAUTAM BUDDHA NAGAR,27.94490565906546,77.65455096071004
GAYA,24.553446047263684,84.53962978681592
GHAZIABAD,28.705280797386674,77.48375571080588
GHAZIPUR,25.604205066037736,83.47516458245282
GIR SOMNATH,20.904295085365852,70.76115620182927
GIRIDIH,24.378335529223744,86.00231816894977
GOALPARA,25.886944866666667,90.42390726666667
GODDA,24.805303918181817,87.17234685727273
GOLAGHAT,26.451901374324326,93.79794832094595
GOMATI,23.55563149125,91.516945125
GONDA,26.9656996982906,81.91776840769231
GONDIA,21.236977500821357,79.85514897577002
GOPALGANJ,26.422265599509803,84.44436031617647
GORAKHPUR,26.61914489411765,83.15277152156864
GUMLA,23.092550254751128,84.6262836357466
GUNA,24.53665676937664,77.20813801226994
GUNTUR,16.32620958522727,80.45880474940908
GURDASPUR,31.886963460679613,75.27946866456311
GURUGRAM,28.460445305660375,76.9979025528302
GWALIOR,26.074194480838322,78.19564007604791
HAILAKANDI,24.815029917525774,91.63422284536082
HAMIRPUR,29.357029823978202,77.84115008174386
HANUMAKONDA,17.9718445682733,79.53774585283962
HANUMANGARH,29.270062949222794,74.73108364715026
HAPUR,28.582359754465788,77.90802939486942
HARDA,22.270834439999998,77.06664002
HARDOI,27.238453463549504,80.11092196992018
HARIDWAR,29.86225832457627,78.01709385423729
HASSAN,13.001651772154963,76.1276676929782
HATHRAS,27.458823956666667,78.310975272
HAVERI,14.72479762890625,75.41061051535156
HAZARIBAGH,24.034284796969697,85.30369604015152
HINGOLI,19.635598061879193,77.11086580536913
HISAR,29.21038458969697,75.65686544666667
HNAHTHIAL,23.0436633,92.98326292857143
HOJAI,26.280219815789476,92.76095631578949
HOOGHLY,22.80589255641548,88.19879971242362
HOSHANGABAD,22.65689814166667,77.85927273333333
HOSHIARPUR,31.35864480450704,75.56741063323943
HOWRAH,22.105433979597702,88.14108403706896
HYDERABAD,17.443526135767776,78.51736678476816
IDUKKI,9.85335892804054,76.99176238648649
IMPHAL EAST,24.793845145121953,94.05603750609757
IMPHAL WEST,24.77238020733333,93.87735490706667
INDORE,22.848120859999998,76.30067337935485
JABALPUR,23.152056922527475,79.9490429032967
JAGATSINGHAPUR,20.387505355673078,86.15996288600961
JAGITIAL,18.80953537953846,78.8298625583077
JAIPUR,26.774627707780375,75.83450883065422
JAISALMER,26.934566327403846,70.92726543413461
JAJAPUR,20.82929876521739,86.24569116989966
JALANDHAR,31.29533032606322,75.59566090281609
JALAUN,26.101111391701245,79.33842843319502
JALGAON,20.844317178295455,75.3077520878125
JALNA,19.864394514361702,75.9514420356383
JALORE,25.217044165602836,72.53660853546099
JALPAIGURI,26.623056146634614,88.74732053048076
JAMMU,32.64469058541949,74.76032691349273
JAMNAGAR,22.310367516821984,70.22510475621466
JAMTARA,24.089128075862067,86.83670867011494
JAMUI,24.825454603773583,86.2955048
JANGOAN,17.25580825237969,78.45749997866928
JANJGIR-CHAMPA,21.92080092128514,82.75324257381526
JASHPUR,22.753672019473687,83.85812806842105
JAUNPUR,25.981002168557918,82.21306834822694
JAYASHANKAR BHUPALAPALLY,18.625218548315274,79.82189296920608
JEHANABAD,25.124573902419353,84.79622964758065
JHABUA,22.82885592978723,74.68113930638297
JHAJJAR,28.650505399999997,76.69028974829932
JHALAWAR,24.42173388192771,76.14423899638554
JHANSI,25.495774003061225,78.95114917193877
JHARGRAM,22.41097887204301,87.01655582365592
JHARSUGUDA,21.827862146304348,83.97769698380435
JHUNJHUNU,28.09283510997567,75.55938813420924
JIND,29.46825819,76.24391336
JIRIBAM,24.683736336000003,93.317932384
JODHPUR,26.566827647519055,72.98350901791054
JOGULAMBA GADWAL,16.06672251747573,77.79313673592233
JORHAT,26.35002539572193,94.01640605294118
JUNAGADH,21.375841203092783,70.37447489450172
KABIRDHAM,22.037693249387754,81.28937797387755
KACHCHH,23.285557474051895,69.69039990598803
KAIMUR (BHABUA),25.037830071604937,83.65108002407406
KAITHAL,29.777380614634147,76.42778266829268
KAKCHING,24.5044053225,93.880038285
KAKINADA,17.1131290472,82.1927103048
KALABURAGI,17.259460828271028,76.88633550817757
KALAHANDI,19.87891643283582,83.04567247649253
KALIMPONG,27.030956962222223,88.54440349999999
KALLAKURICHI,11.802559014457833,79.06643414658635
KAMAREDDY,18.31168578078125,78.0928818953125
KAMJONG,24.872913866666668,94.26027760000001
KAMLE,27.76725675,94.03281240000001
KAMRUP,26.072841665671643,91.58054313781095
KAMRUP METRO,26.15373376103896,91.7313221974026
KANCHIPURAM,12.909145331410256,79.80886076858974
KANDHAMAL,20.142244648333335,84.09912321708333
KANGPOKPI,24.867613662616822,93.93515372990655
KANGRA,32.040158033607085,76.27243818806762
KANKER,20.002478413636364,80.95378349829545
KANNAUJ,27.012881504166664,79.85497668680556
KANNIYAKUMARI,8.259772516793893,77.31917687709924
KANNUR,11.944579475328084,75.50032171758531
KANPUR DEHAT,26.42072884848485,79.8720863939394
KANPUR NAGAR,26.428514932499997,80.24417482785714
KAPURTHALA,31.36680686592,75.53274507895999
KARAIKAL,10.939033951851853,79.7533714
KARAULI,26.5207286234375,76.92574991367188
KARBI ANGLONG,25.945949741237115,93.25330893814433
KARGIL,34.44476718809524,76.64644329999999
KARIMGANJ,24.728981920886078,92.18651370949367
KARIMNAGAR,18.386886147777776,79.23871305388889
KARNAL,29.466437995575223,76.65329004159292
KARUR,10.870575493775933,78.13381828423236
KASARAGOD,12.455356796051502,75.11510748175967
KASGANJ,27.76026198552677,78.82512592504924
KATHUA,32.28774613358779,75.27712553664122
KATIHAR,25.51273492896175,87.41352972513661
KATNI,23.71604712814371,80.318416248503
KAUSHAMBI,25.65696929344262,81.3214800409836
KENDRAPARA,20.550074003826715,86.43400183953068
KENDUJHAR,21.5390185510158,85.76936240316026
KHAGARIA,25.509092627407405,86.4769754548148
KHAMMAM,17.20973289887805,80.34450406498291
KHARGONE,22.04962159086758,75.75271916027397
KHAWZAWL,23.465497357894737,93.14541484210527
KHEDA,20.203048408333334,73.37221932638889
KHERI,28.050586106896553,80.70286535066313
KHORDHA,20.13952671962617,85.60574417071652
KHOWAI,23.946364207142857,91.52076249857143
KHUNTI,23.08448784782609,85.25427795326087
KINNAUR,31.59583511388889,78.28414450105555
KIPHIRE,25.879539381904763,94.81155052761905
KISHANGANJ,26.110577571739128,87.66100285217391
KISHTWAR,33.2323706923077,75.23376138461539
KODAGU,12.351887166478875,75.83909581934272
KODERMA,24.543044266666666,85.50306617654321
KOHIMA,25.4936274358,93.82240949160001
KOKRAJHAR,26.40313114363636,90.39093177454546
KOLAR,13.1155272990991,78.21080382792793
KOLASIB,24.1417609,92.7138055857143
KOLHAPUR,16.56265913117647,74.27218900264707
KOLKATA,22.519968419116278,88.31223011953489
KOLLAM,8.975343741144414,76.75185989482289
KONASEEMA,16.715763267460318,81.94003094626984
KONDAGAON,19.609603434285713,81.65709519885715
KOPPAL,15.538926111978013,76.24613390801323
KORAPUT,18.85621687910448,82.7270206608209
KORBA,22.404281591860464,82.61644592457364
KOREA,23.385438130670885,82.32832416852733
KOTA,25.156261352421055,76.00711354052632
KOTTAYAM,10.707971406685159,76.59947973385528
KOZHIKODE,11.455275198207335,75.80767036080415
KRA DAADI,27.920692066666664,93.66156093333332
KRISHNA,16.42900169977999,80.86131715423039
KRISHNAGIRI,12.527899530847458,78.17038635728814
KULGAM,33.865644329411765,74.78080387941176
KULLU,31.78350437792208,77.33807533116882
KUMURAM BHEEM ASIFABAD,19.345522685365854,79.3958746504065
KUPWARA,34.38855084641975,74.30755133061727
KURNOOL,15.680171666666668,77.66108640759259
KURUKSHETRA,29.99163636875,76.80803400803572
KURUNG KUMEY,27.740899223972605,93.37315966232877
KUSHI NAGAR,26.86440586388889,83.14200732453703
LAHUL AND SPITI,32.47725441120509,77.29432304677104
LAKHIMPUR,27.216484011627905,94.23346253197676
LAKHISARAI,25.20890271612903,86.09586116451612
LAKSHADWEEP DISTRICT,10.794574,72.886769
LALITPUR,24.69080845483871,78.67862231935484
LATEHAR,23.749813267213113,84.53052060437157
LATUR,18.340443582638887,76.5389919232639
LAWNGTLAI,22.48359558846154,92.86686478076923
LEH LADAKH,34.14992864285715,77.43118231142857
LEPARADA,27.98350826,94.72081946
LOHARDAGA,23.454670335135134,84.77656679054054
LOHIT,27.699535768571426,96.11004851999999
LONGDING,26.878990170588235,95.24073358529412
LONGLENG,26.50203241,94.80316137636363
LOWER DIBANG VALLEY,28.11327269666667,95.77881437555556
LOWER SIANG,27.582109071428572,94.52711736285714
LOWER SUBANSIRI,27.40328415056604,93.62690978811321
LUCKNOW,26.858904620350877,80.92311570680702
LUDHIANA,30.237390129863012,76.27627137534246
LUNGLEI,23.040030684999998,92.60953756
MADHEPURA,25.90278603233831,86.76633126965173
MADHUBANI,26.29933797732697,86.05381187326968
MADURAI,9.951936494545455,78.07513992628571
MAHABUBABAD,17.601918437142857,79.97413790571429
MAHABUBNAGAR,16.723318355263157,77.93058138859648
MAHARAJGANJ,26.99856676923077,83.2921082102564
MAHASAMUND,21.400180968217917,81.6530606877968
MAHE,11.722205474999999,75.539171125
MAHENDRAGARH,28.169556578991596,76.16803490588237
MAHESANA,23.542496235211267,72.51883063330986
MAHISAGAR,23.106676523072288,73.56952663915663
MAHOBA,25.421059268367348,79.78445789183672
MAINPURI,26.046015144198897,78.54401756243094
MAJULI,26.878711968421054,94.1611529
MALAPPURAM,11.142068586206896,76.22443450452874
MALDAH,25.065715178466075,88.17695197020649
MALERKOTLA,28.640092505000002,76.232600815
MALKANGIRI,18.451316088235295,82.26763773294117
MAMIT,23.642636200000002,92.51306047599999
MANCHERIAL,18.99152052364865,79.44290385
MANDI,31.659067840909092,76.9398833013369
MANDLA,23.877166829845677,79.92400170385802
MANDSAUR,24.04319000059091,75.63703071131819
MANDYA,12.562547324999999,76.82549660357142
MANSA,29.968116690721647,75.37244984536082
MARIGAON,26.29584423762376,92.45086507227722
MATHURA,27.479782195833334,77.69882598425926
MAU,25.34930708888889,83.35531876319445
MAYILADUTHURAI,11.109097308920187,79.70690078385915
MAYURBHANJ,21.836694364576612,86.65733503487903
MEDAK,17.949739984900564,78.23711511236942
MEDCHAL MALKAJGIRI,17.510516958071452,78.56246117933756
MEDINIPUR EAST,21.820010052146266,87.79881964864865
MEDINIPUR WEST,22.38301098013245,87.48750721821192
MEERUT,29.04458562238806,77.6996970761194
MIRZAPUR,25.04639584334601,82.73894606539923
MOGA,30.771799931976744,75.13204015581395
MOKOKCHUNG,26.45103359792453,94.53718232301887
MON,26.642115005937498,94.996305901875
MORADABAD,28.80053379285714,78.68528527142857
MORBI,22.80405159766082,70.84446514619883
MORENA,26.50033753546798,77.97841364778324
MULUGU,18.632953680038856,80.04957977672098
MUMBAI,18.973047191,72.83688400290909
MUMBAI SUBURBAN,19.124585572813057,72.87667845115831
MUNGELI,22.126779710487806,81.70932227756099
MUNGER,25.14500404521739,86.26384504
MURSHIDABAD,24.16229041986532,88.01340551363636
MUZAFFARNAGAR,29.39485784537445,77.66197607136564
MUZAFFARPUR,26.145075036904764,85.14967377
MYSURU,12.294251512045456,76.55604040363636
NABARANGPUR,19.48817102,82.40478648205128
NADIA,23.474975255021832,88.44607096419215
NAGAON,26.28531882910798,92.64346583380282
NAGAPATTINAM,10.68599523045977,79.74606340114943
NAGARKURNOOL,16.43418417,78.424471105
NAGAUR,27.01556273671706,74.39500412419005
NAGPUR,21.14544620704871,78.93388698011461
NAINITAL,29.370274334545453,79.45414959575757
NALANDA,25.241857638223937,85.25901210193051
NALBARI,26.269553365306123,91.44368594013605
NALGONDA,16.93900798984127,79.19419979206349
NAMAKKAL,11.323222747592068,78.10021537507083
NAMSAI,27.552921536756756,95.85056447675676
NAN,20.281234588522302,80.541497221778
NANDED,19.11240553165646,77.61741057707705
NANDURBAR,21.518055014468086,74.20677729221276
NANDYAL,15.447306157333333,78.3688537295
NARAYANPET,16.66042725203252,77.58602278373984
NARAYANPUR,19.4574173,81.12688994999999
NARMADA,20.960500534375,73.65453565
NARSINGHPUR,22.90005305,78.95673605
NASHIK,20.22241155695461,74.0632699863836
NAVSARI,20.82395135862069,73.07399804137931
NAWADA,24.901763490707964,85.3617399278761
NAYAGARH,20.13112639923664,85.17208768778626
NEEMUCH,24.547165989333333,75.0165475497037
NEW DELHI,28.547893338095236,77.17467193809523
NICOBARS,8.06983325,93.41021574999999
NIRMAL,19.025659770149254,78.39779772708955
NIWARI,25.22468605882353,78.83113201960785
NIZAMABAD,18.719877845692885,78.18631351310862
NOKLAK,26.17429217777778,94.95907696666667
NONEY,24.78441064,93.5908026
NORTH,28.744515825,77.14499100694444
NORTH AND MIDDLE ANDAMAN,12.64553258375,92.88506331875
NORTH DISTRICT,27.504510474074074,88.54606897777778
NORTH EAST,28.680306460000004,77.280201885
NORTH GARO HILLS,25.825820313043476,90.6791900826087
NORTH GOA,15.538113365636363,73.85741646745454
NORTH TRIPURA,24.174966164166666,92.20047509833334
NORTH WEST,28.709542864814814,77.0982792574074
NTR,16.76076836352459,80.45245531188526
NUAPADA,20.459018431060606,82.65339545227272
NUH,28.10987498888889,76.90933435555556
OSMANABAD,18.18707961048951,76.04754639965036
PAKKE KESSANG,27.007873126315786,93.1776426631579
PAKUR,24.50189693282443,87.58417145877863
PAKYONG,27.276541625,88.607506125
PALAKKAD,12.364786766200503,76.41075942349559
PALAMU,23.96423093269231,84.52885336666667
PALGHAR,19.735987948971193,72.99812689670782
PALI,25.65594002983871,73.55304415268817
PALNADU,16.34564914447005,79.89334112211982
PALWAL,27.76257141967213,77.60103795245901
PANCH MAHALS,22.69378738026906,73.65794224798206
PANCHKULA,30.508587652000003,76.7381399
PANIPAT,29.43060281903226,76.69032144709678
PANNA,24.498622877333332,80.027627242
PAPUM PARE,27.11997175769231,93.52349973576924
PARBHANI,19.25390726953846,76.6697268911282
PARVATHIPURAM MANYAM,18.67529201632653,83.59717179795918
PASCHIM BARDHAMAN,23.70648374764151,86.99909423349057
PASHCHIM CHAMPARAN,26.971304779927006,84.43092438649636
PATAN,18.78203748056225,73.14469824040161
PATHANAMTHITTA,9.342696459044369,76.74801311262799
PATHANKOT,32.253286204225354,75.5522757943662
PATIALA,30.218657738121546,76.48219763867404
PATNA,25.38385870231579,85.20724808315789
PAURI GARHWAL,29.884942287028302,78.92429093490566
PEDDAPALLI,18.620371022432415,79.45485774567692
PERAMBALUR,11.267511674637682,78.90403663115943
PEREN,25.557191728,93.69670015399998
PHEK,25.643676984615382,94.42172479487179
PHERZAWL,24.39871726666667,93.39007891481481
PILIBHIT,28.453119220481927,79.91738968915662
PITHORAGARH,29.75632966677019,80.13899202360248
PONDICHERRY,11.91853735967742,79.74103447580644
POONCH,33.564989000000004,74.5520966
PORBANDAR,21.640507073296703,69.77390001384616
PRAKASAM,15.605818246701986,79.52973196021192
PRATAPGARH,22.736367563829788,79.45326937852998
PRAYAGRAJ,25.456665779807693,81.76972350552884
PUDUKKOTTAI,10.340809442300886,78.88154415761062
PULWAMA,33.571495088,75.1593273
PUNE,18.56390124691517,74.04359533511568
PURBA BARDHAMAN,23.367183866607142,87.91927166732142
PURBI CHAMPARAN,26.56280171007092,84.92663814846335
PURI,19.95000857585034,85.84785772585033
PURNIA,25.878817448404256,87.06233016702127
PURULIA,23.27538859501134,86.41150885668935
RAE BARELI,25.880821488603985,80.72441344558405
RAICHUR,16.081785446712804,76.93936991799308
RAIGAD,18.479512618568233,73.2114402852349
RAIGARH,21.981040470608107,83.2523215875
RAIPUR,19.80968764151515,81.48008486742424
RAISEN,23.683806968049794,78.48286479917012
RAJANNA SIRCILLA,18.404055491803277,78.7902486532787
RAJGARH,23.902475104171426,77.26500249508571
RAJKOT,22.07138236321839,71.03554005316091
RAJNANDGAON,21.131677259536083,80.93427952963917
RAJOURI,33.098140010526315,74.42771647894737
RAJSAMAND,25.18727429351852,73.88833105277779
RAMANAGARA,12.712310234065933,77.3055480945055
RAMANATHAPURAM,9.467426049999998,78.70774427771242
RAMBAN,33.09455848571428,75.1784232142857
RAMGARH,23.720484095774648,85.45227478732394
RAMPUR,28.632363848818898,79.16111147007874
RANCHI,23.40487400607903,85.30187349969604
RANGA REDDY,17.26537358142281,78.44113570378019
RANIPET,12.974735790243903,79.45780294
RATLAM,23.477474111827956,75.13569758924731
RATNAGIRI,17.2783031095586,73.4492726562557
RAYAGADA,19.259711263276834,83.49372816101695
REASI,33.04988174545454,74.76254604545454
REWA,24.54424874444444,81.2879624105105
REWARI,28.271099270833332,76.62477079166666
RI BHOI,25.891374363265307,92.0019204122449
ROHTAK,28.68791601101695,76.57615693813558
ROHTAS,24.922734546510068,84.03519896697986
RUDRA PRAYAG,30.28790452,79.1768059
RUPNAGAR,30.894661189814816,76.44707564537038
S.A.S NAGAR,30.790062693203886,76.49381088543689
SABAR KANTHA,23.7496547820598,73.04004141760797
SAGAR,23.82908689315961,78.74237269315961
SAHARANPUR,29.91531459617225,77.54385467416267
SAHARSA,25.874136493333335,86.59875888363635
SAHEBGANJ,24.885033155339805,87.55233649805824
SAIHA,22.360881145454545,93.01190838636363
SAITUAL,23.825476051724134,93.05390520689656
SALEM,11.667307385170341,78.17413579519038
SAMASTIPUR,25.804951368518516,85.78420393439151
